               Date               Cb1          Cb2          Cb3          Cb4          Cb5          Cb6          Cb7          Cb8          

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:40 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:41 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

8/4/2014 2:41:42 PM    0         0         0         0         0         0         0         0

