               Date               Cb1          Cb2          Cb3          Cb4          Cb5          Cb6          Cb7          Cb8          

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:39 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:40 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:41 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:42 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:43 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:43 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:43 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:43 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:43 PM    0         0         0         0         0         0         0         0

8/2/2014 3:13:43 PM    0         0         0         0         0         0         0         0

